Solyc09g089530.3	NIOBTv3_g01014
Solyc12g011010.2	NIOBTv3_g04844
Solyc12g011010.2	NIOBTv3_g04844
Solyc04g008900.3	NIOBTv3_g22536
Solyc08g082670.3	NIOBTv3_g03707
Solyc08g082670.3	NIOBTv3_g03707
Solyc07g043000.3	NIOBTv3_g13176-D3
Solyc12g010980.2	NIOBTv3_g58705
Solyc09g010210.3	NIOBTv3_g19880
Solyc09g089510.3	NIOBTv3_g60862
Solyc01g066560.3	NIOBTv3_g08271
Solyc10g076250.2	NIOBTv3_g05151
Solyc04g078470.3	NIOBTv3_g22020
Solyc03g098710.1	NIOBTv3_g34012
Solyc05g051290.3	NIOBTv3_g26115
Solyc06g068650.3	NIOBTv3_g10638
Solyc08g074683.1	NIOBTv3_g26409
Solyc12g096770.1	NIOBTv3_g58705
Solyc10g086030.2	NIOBTv3_g08676
Solyc03g113540.3	NIOBTv3_g20879
Solyc11g071470.1	NIOBTv3_g02471
Solyc10g075110.2	NIOBTv3_g62328-D2
Solyc08g083240.3	NIOBTv3_g09490
Solyc03g007690.1	NIOBTv3_g33736
Solyc07g055950.3	NIOBTv3_g04844
Solyc10g086180.2	NIOBTv3_g26864
Solyc01g009040.3	NIOBTv3_g35953
Solyc02g093950.3	NIOBTv3_g38524
Solyc01g109150.4	NIOBTv3_g28468
Solyc07g066060.3	NIOBTv3_g22188
Solyc08g083230.2	NIOBTv3_g31338
Solyc10g080870.3	NIOBTv3_g23721
Solyc10g081560.2	NIOBTv3_g08533
Solyc02g071700.3	NIOBTv3_g00171-D2
Solyc12g096790.1	NIOBTv3_g58705
Solyc09g075360.3	NIOBTv3_g20583-D2
Solyc03g118780.3	NIOBTv3_g40820
Solyc02g071060.3	NIOBTv3_g14370
Solyc10g078350.2	NIOBTv3_g14761
Solyc03g005450.3	NIOBTv3_g13424
Solyc09g015170.3	NIOBTv3_g16974
Solyc04g082030.1	NIOBTv3_g05809
Solyc11g056650.2	NIOBTv3_g41264
Solyc04g074810.3	NIOBTv3_g30509
Solyc01g079150.3	NIOBTv3_g19376
Solyc08g005610.3	NIOBTv3_g38884
Solyc09g084480.3	NIOBTv3_g01014
Solyc10g047030.3	NIOBTv3_g10220
Solyc09g084470.3	NIOBTv3_g01014
Solyc06g005610.1	NIOBTv3_g12303
Solyc01g006400.3	NIOBTv3_g12063-D2
Solyc04g081235.1	NIOBTv3_g07736
Solyc04g076630.3	NIOBTv3_g02685-D2
Solyc01g090180.3	NIOBTv3_g36057
Solyc03g064010.3	NIOBTv3_g30091
Solyc12g056540.1	NIOBTv3_g60060-D10
Solyc02g090970.1	NIOBTv3_g00800
Solyc09g082505.1	NIOBTv3_g06415
Solyc11g012130.2	NIOBTv3_g03979
Solyc07g064600.3	NIOBTv3_g07622
Solyc07g049320.3	NIOBTv3_g36697
Solyc10g086240.2	NIOBTv3_g30863
Solyc03g006250.2	NIOBTv3_g40662
Solyc02g067320.2	NIOBTv3_g35151
Solyc02g089950.2	NIOBTv3_g33970
Solyc02g080260.3	NIOBTv3_g02283
Solyc07g063940.2	NIOBTv3_g30727
Solyc09g075350.3	NIOBTv3_g13766
Solyc01g096260.3	NIOBTv3_g29807
Solyc09g075750.1	NIOBTv3_g38683
Solyc03g044085.1	NIOBTv3_g35344
Solyc02g084910.3	NIOBTv3_g25651
Solyc08g077230.3	NIOBTv3_g37301
Solyc04g014650.3	NIOBTv3_g38480-D27
Solyc05g013210.3	NIOBTv3_g20361
Solyc07g007250.3	NIOBTv3_g22006
Solyc02g079180.1	NIOBTv3_g27089
Solyc02g087880.3	NIOBTv3_g06270
Solyc11g073260.2	NIOBTv3_g29055
Solyc00g071180.3	NIOBTv3_g18086-D2
Solyc09g009220.3	NIOBTv3_g28544
Solyc09g084450.3	NIOBTv3_g01014
Solyc07g054430.3	NIOBTv3_g21459
Solyc02g092590.3	NIOBTv3_g05670
Solyc07g062980.3	NIOBTv3_g27953
Solyc09g083380.3	NIOBTv3_g02893
Solyc02g072540.3	NIOBTv3_g00693
Solyc06g007610.2	NIOBTv3_g00199
Solyc07g056650.3	NIOBTv3_g26972
Solyc01g111310.3	NIOBTv3_g27997-D2
Solyc12g007160.2	NIOBTv3_g05204
Solyc07g043050.1	NIOBTv3_g40324
Solyc03g122190.3	NIOBTv3_g26197
Solyc02g081270.3	NIOBTv3_g15192
Solyc04g074740.3	NIOBTv3_g01264
Solyc07g056460.3	NIOBTv3_g01060
Solyc01g098740.3	NIOBTv3_g10443
Solyc01g110580.2	NIOBTv3_g10173
Solyc03g098780.2	NIOBTv3_g34012
Solyc07g063970.3	NIOBTv3_g41393
Solyc09g010850.3	NIOBTv3_g22503
Solyc11g020960.2	NIOBTv3_g16286
Solyc07g063930.3	NIOBTv3_g26918
Solyc12g010960.2	NIOBTv3_g07158
Solyc08g014080.3	NIOBTv3_g04539
Solyc02g072140.1	NIOBTv3_g16663
Solyc04g071400.3	NIOBTv3_g32013
Solyc07g065210.3	NIOBTv3_g17840
Solyc01g109460.3	NIOBTv3_g31069
Solyc05g008300.2	NIOBTv3_g01156
Solyc09g074300.1	NIOBTv3_g30810
Solyc02g083890.3	NIOBTv3_g17588
Solyc11g016970.2	NIOBTv3_g10197
Solyc10g007107.1	NIOBTv3_g41575
Solyc12g005940.2	NIOBTv3_g18038-D2
Solyc02g068600.3	NIOBTv3_g08774
Solyc03g098790.3	NIOBTv3_g34012
Solyc02g070280.3	NIOBTv3_g34565
Solyc12g005680.3	NIOBTv3_g18010
Solyc04g078940.3	NIOBTv3_g23314
Solyc10g055200.1	NIOBTv3_g29011
Solyc10g052500.2	NIOBTv3_g30375-D3
Solyc09g061840.3	NIOBTv3_g39101
Solyc11g073020.2	NIOBTv3_g28236
Solyc07g064590.3	NIOBTv3_g25626
Solyc12g008510.2	NIOBTv3_g65092
Solyc03g032190.3	NIOBTv3_g05961
Solyc02g070040.1	NIOBTv3_g05578
Solyc10g051140.2	NIOBTv3_g33573
Solyc10g007830.1	NIOBTv3_g29606
Solyc12g009650.2	NIOBTv3_g39725
Solyc05g052570.3	NIOBTv3_g12047
Solyc05g009520.1	NIOBTv3_g30785
Solyc07g065230.1	NIOBTv3_g21129
Solyc06g069550.1	NIOBTv3_g17817
Solyc08g077940.2	NIOBTv3_g34046
Solyc10g005300.3	NIOBTv3_g06738
Solyc12g010025.1	NIOBTv3_g13936
Solyc11g005070.2	NIOBTv3_g17391
Solyc09g008940.3	NIOBTv3_g28643
Solyc01g080100.3	NIOBTv3_g05816
Solyc12g007020.2	NIOBTv3_g35028
Solyc06g051010.1	NIOBTv3_g28355
Solyc07g006700.1	NIOBTv3_g01386
Solyc01g089910.3	NIOBTv3_g31942
Solyc10g006800.3	NIOBTv3_g20339
Solyc02g063020.2	NIOBTv3_g27520
Solyc01g087890.3	NIOBTv3_g14041
Solyc06g053760.3	NIOBTv3_g06568
Solyc07g053350.3	NIOBTv3_g36261
Solyc05g005170.3	NIOBTv3_g00327
Solyc01g079980.3	NIOBTv3_g05500
Solyc10g078340.2	NIOBTv3_g32270
Solyc08g079850.3	NIOBTv3_g38551
Solyc05g014150.3	NIOBTv3_g22209
Solyc08g016500.3	NIOBTv3_g27466
Solyc06g053810.3	NIOBTv3_g31409
Solyc07g063850.3	NIOBTv3_g40281
Solyc01g007890.2	NIOBTv3_g08101
Solyc09g082370.3	NIOBTv3_g12892
Solyc01g067040.2	NIOBTv3_g32217
Solyc01g067040.2	NIOBTv3_g32217
Solyc09g090070.1	NIOBTv3_g23015
Solyc10g080950.2	NIOBTv3_g40931
Solyc12g010700.2	NIOBTv3_g41193
Solyc12g013820.2	NIOBTv3_g15123
Solyc01g095630.3	NIOBTv3_g23174
Solyc09g009860.1	NIOBTv3_g24919
Solyc09g075550.3	NIOBTv3_g42169
Solyc10g008480.3	NIOBTv3_g33431
Solyc09g010080.3	NIOBTv3_g07752-D2
Solyc06g043150.3	NIOBTv3_g33477
Solyc03g119220.3	NIOBTv3_g38666
Solyc06g010250.3	NIOBTv3_g56261
Solyc04g082430.3	NIOBTv3_g01833
Solyc03g118810.1	NIOBTv3_g39717
Solyc04g006990.3	NIOBTv3_g16751
Solyc02g068610.2	NIOBTv3_g08774
Solyc10g078280.3	NIOBTv3_g04089
Solyc03g083440.3	NIOBTv3_g35616
Solyc09g082560.3	NIOBTv3_g20296
Solyc03g114240.3	NIOBTv3_g29052
Solyc05g014140.2	NIOBTv3_g22208
Solyc08g078640.2	NIOBTv3_g09369
Solyc01g066910.3	NIOBTv3_g06255
Solyc09g072800.3	NIOBTv3_g36453
Solyc04g080600.3	NIOBTv3_g12783
Solyc05g055680.3	NIOBTv3_g31468
Solyc05g007000.3	NIOBTv3_g31477
Solyc03g114380.3	NIOBTv3_g25215
Solyc03g121900.1	NIOBTv3_g21485
Solyc11g071290.2	NIOBTv3_g10534
Solyc08g066420.1	NIOBTv3_g22107
Solyc05g054190.3	NIOBTv3_g11169-D2
Solyc07g005010.3	NIOBTv3_g12003
Solyc08g067590.1	NIOBTv3_g23607
Solyc08g067590.1	NIOBTv3_g23607
Solyc06g008890.3	NIOBTv3_g39920
Solyc02g067440.3	NIOBTv3_g30802
Solyc01g006390.2	NIOBTv3_g14055-D3
Solyc03g031920.3	NIOBTv3_g21791
Solyc11g069850.2	NIOBTv3_g14005
Solyc05g009100.3	NIOBTv3_g03502
Solyc04g063350.3	NIOBTv3_g25158
Solyc10g007800.3	NIOBTv3_g04844
Solyc02g092160.3	NIOBTv3_g36704
Solyc02g084950.3	NIOBTv3_g18898
Solyc03g096870.3	NIOBTv3_g23682
Solyc11g011160.1	NIOBTv3_g36262
Solyc03g007230.3	NIOBTv3_g17365
Solyc11g064800.2	NIOBTv3_g24732
Solyc05g052550.1	NIOBTv3_g12047
Solyc05g010590.3	NIOBTv3_g26219
Solyc12g049500.2	NIOBTv3_g08153
Solyc02g067760.3	NIOBTv3_g26356
Solyc07g056410.3	NIOBTv3_g11113
Solyc03g098720.3	NIOBTv3_g16134
Solyc02g085490.2	NIOBTv3_g02512
Solyc00g052940.3	NIOBTv3_g28566
Solyc09g005730.3	NIOBTv3_g15333
Solyc02g063140.3	NIOBTv3_g06835
Solyc12g096780.2	NIOBTv3_g02841
Solyc01g095960.3	NIOBTv3_g37630
Solyc09g065800.3	NIOBTv3_g23496
Solyc08g081960.2	NIOBTv3_g40092
Solyc10g011960.2	NIOBTv3_g38027
Solyc02g063430.3	NIOBTv3_g29254
Solyc08g082770.3	NIOBTv3_g37566
Solyc01g091050.3	NIOBTv3_g41442
Solyc07g056480.3	NIOBTv3_g01060
Solyc12g009310.2	NIOBTv3_g11970
Solyc03g118740.3	NIOBTv3_g14887
Solyc07g053410.3	NIOBTv3_g18009
Solyc02g070210.3	NIOBTv3_g21425
Solyc03g007130.3	NIOBTv3_g22726
Solyc11g007930.1	NIOBTv3_g65249-D5
Solyc11g011310.2	NIOBTv3_g08177
Solyc07g005540.1	NIOBTv3_g37284
Solyc12g008580.2	NIOBTv3_g38899
Solyc12g008520.2	NIOBTv3_g03686
Solyc06g008360.3	NIOBTv3_g06429
Solyc03g006800.1	NIOBTv3_g19852
Solyc09g007060.2	NIOBTv3_g02835
Solyc05g012050.3	NIOBTv3_g03604
Solyc04g063210.3	NIOBTv3_g26590
Solyc02g068060.3	NIOBTv3_g30883
Solyc09g091540.1	NIOBTv3_g42594
Solyc01g090740.3	NIOBTv3_g13699
Solyc07g056400.1	NIOBTv3_g37544
Solyc12g087940.2	NIOBTv3_g04857-D2
Solyc02g085580.3	NIOBTv3_g35271
Solyc06g083470.3	NIOBTv3_g15377
Solyc05g014260.3	NIOBTv3_g08718
Solyc01g096740.3	NIOBTv3_g18686-D2
Solyc03g112460.3	NIOBTv3_g02796
Solyc03g031980.3	NIOBTv3_g18149
Solyc00g009090.3	NIOBTv3_g10009
Solyc02g084570.3	NIOBTv3_g35114
Solyc02g067750.3	NIOBTv3_g33216
Solyc08g074630.2	NIOBTv3_g26409
Solyc01g106540.3	NIOBTv3_g29049
Solyc04g025880.3	NIOBTv3_g12591
Solyc12g010030.2	NIOBTv3_g13936
Solyc03g115560.3	NIOBTv3_g09769
Solyc05g056470.1	NIOBTv3_g05187
Solyc04g008910.2	NIOBTv3_g22536
Solyc06g062880.2	NIOBTv3_g37858
Solyc09g014940.2	NIOBTv3_g32241
Solyc06g007460.3	NIOBTv3_g53662
Solyc04g008915.1	NIOBTv3_g22536
Solyc04g076220.3	NIOBTv3_g08928
Solyc01g005470.3	NIOBTv3_g04487
